,movie,year,imdb,metascore,votes,n_imdb
3797,Black Mass,2015,6.9,68,153234,69.0
3798,The Witch,2015,6.8,83,146564,68.0
3799,The Danish Girl,2015,7.1,66,142180,71.0
3800,Cinderella,2015,6.9,67,138430,69.0
3801,Fantastic Four,2015,4.3,27,137454,43.0
3802,Steve Jobs,2015,7.2,82,135764,72.0
3803,The Age of Adaline,2015,7.2,51,135004,72.0
3804,Legend,2015,7.0,55,134792,70.0
3805,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,769285,80.0
3806,Mad Max: Fury Road,2015,8.1,90,758471,81.0
3807,The Martian,2015,8.0,80,657982,80.0
3808,Avengers: Age of Ultron,2015,7.4,66,627174,74.0
3809,The Revenant,2015,8.0,76,598933,80.0
3810,Jurassic World,2015,7.0,59,527300,70.0
3811,Inside Out,2015,8.2,94,518273,82.0
3812,Ant-Man,2015,7.3,64,470874,73.0
3813,The Hateful Eight,2015,7.8,68,418574,78.0
3814,Spotlight,2015,8.1,93,352167,81.0
3815,Spectre,2015,6.8,60,345908,68.0
3816,Furious 7,2015,7.2,67,329855,72.0
3817,Sicario,2015,7.6,82,318475,76.0
3818,Mission: Impossible - Rogue Nation,2015,7.4,75,303856,74.0
3819,Room,2015,8.2,86,302037,82.0
3820,The Big Short,2015,7.8,81,298996,78.0
3821,Fifty Shades of Grey,2015,4.1,46,273611,41.0
3822,Bridge of Spies,2015,7.6,81,257390,76.0
3823,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,243627,66.0
3824,The Man from U.N.C.L.E.,2015,7.3,56,235045,73.0
3825,Terminator Genisys,2015,6.4,38,229105,64.0
3826,Creed,2015,7.6,82,214362,76.0
3827,Spy,2015,7.0,75,210391,70.0
3828,Chappie,2015,6.8,41,210032,68.0
3829,Maze Runner: The Scorch Trials,2015,6.3,43,195687,63.0
3830,Southpaw,2015,7.4,57,195532,74.0
3831,Insurgent,2015,6.2,42,195225,62.0
3832,Minions,2015,6.4,56,188675,64.0
3833,Focus,2015,6.6,56,187953,66.0
3834,San Andreas,2015,6.1,43,187943,61.0
3835,The Intern,2015,7.1,51,186985,71.0
3836,Everest,2015,7.1,64,177640,71.0
3837,The Lobster,2015,7.1,82,171450,71.0
3838,Jupiter Ascending,2015,5.3,40,163729,53.0
3839,Straight Outta Compton,2015,7.9,72,162201,79.0
3840,Ted 2,2015,6.3,48,161046,63.0
3841,Tomorrowland,2015,6.4,60,159053,64.0
3842,Black Mass,2015,6.9,68,153234,69.0
3843,The Witch,2015,6.8,83,146564,68.0
3844,The Danish Girl,2015,7.1,66,142180,71.0
3845,Cinderella,2015,6.9,67,138430,69.0
3846,Fantastic Four,2015,4.3,27,137454,43.0
3847,Steve Jobs,2015,7.2,82,135764,72.0
3848,The Age of Adaline,2015,7.2,51,135004,72.0
3849,Legend,2015,7.0,55,134792,70.0
3850,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,769285,80.0
3851,Mad Max: Fury Road,2015,8.1,90,758471,81.0
3852,The Martian,2015,8.0,80,657982,80.0
3853,Avengers: Age of Ultron,2015,7.4,66,627174,74.0
3854,The Revenant,2015,8.0,76,598933,80.0
3855,Jurassic World,2015,7.0,59,527300,70.0
3856,Inside Out,2015,8.2,94,518273,82.0
3857,Ant-Man,2015,7.3,64,470874,73.0
3858,The Hateful Eight,2015,7.8,68,418574,78.0
3859,Spotlight,2015,8.1,93,352167,81.0
3860,Spectre,2015,6.8,60,345908,68.0
3861,Furious 7,2015,7.2,67,329855,72.0
3862,Sicario,2015,7.6,82,318475,76.0
3863,Mission: Impossible - Rogue Nation,2015,7.4,75,303856,74.0
3864,Room,2015,8.2,86,302037,82.0
3865,The Big Short,2015,7.8,81,298996,78.0
3866,Fifty Shades of Grey,2015,4.1,46,273611,41.0
3867,Bridge of Spies,2015,7.6,81,257390,76.0
3868,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,243627,66.0
3869,The Man from U.N.C.L.E.,2015,7.3,56,235045,73.0
3870,Terminator Genisys,2015,6.4,38,229105,64.0
3871,Creed,2015,7.6,82,214362,76.0
3872,Spy,2015,7.0,75,210391,70.0
3873,Chappie,2015,6.8,41,210032,68.0
3874,Maze Runner: The Scorch Trials,2015,6.3,43,195687,63.0
3875,Southpaw,2015,7.4,57,195532,74.0
3876,Insurgent,2015,6.2,42,195225,62.0
3877,Minions,2015,6.4,56,188675,64.0
3878,Focus,2015,6.6,56,187953,66.0
3879,San Andreas,2015,6.1,43,187943,61.0
3880,The Intern,2015,7.1,51,186985,71.0
3881,Everest,2015,7.1,64,177640,71.0
3882,The Lobster,2015,7.1,82,171450,71.0
3883,Jupiter Ascending,2015,5.3,40,163729,53.0
3884,Straight Outta Compton,2015,7.9,72,162201,79.0
3885,Ted 2,2015,6.3,48,161046,63.0
3886,Tomorrowland,2015,6.4,60,159053,64.0
3887,Black Mass,2015,6.9,68,153234,69.0
3888,The Witch,2015,6.8,83,146564,68.0
3889,The Danish Girl,2015,7.1,66,142180,71.0
3890,Cinderella,2015,6.9,67,138430,69.0
3891,Fantastic Four,2015,4.3,27,137454,43.0
3892,Steve Jobs,2015,7.2,82,135764,72.0
3893,The Age of Adaline,2015,7.2,51,135004,72.0
3894,Legend,2015,7.0,55,134792,70.0
3895,Deadpool,2016,8.0,65,792728,80.0
3896,Batman v Superman: Dawn of Justice,2016,6.5,44,561800,65.0
3897,Captain America: Civil War,2016,7.8,75,546307,78.0
3898,Suicide Squad,2016,6.1,40,513371,61.0
3899,Arrival,2016,7.9,81,492939,79.0
3900,Doctor Strange,2016,7.5,72,476764,75.0
3901,Rogue One: A Star Wars Story,2016,7.8,65,460662,78.0
3902,La La Land,2016,8.0,93,416446,80.0
3903,Zootopia,2016,8.0,78,369156,80.0
3904,Hacksaw Ridge,2016,8.1,71,351462,81.0
3905,Fantastic Beasts and Where to Find Them,2016,7.3,66,349234,73.0
3906,X-Men: Apocalypse,2016,7.0,52,341329,70.0
3907,Split,2016,7.3,62,323726,73.0
3908,Passengers,2016,7.0,41,299859,70.0
3909,10 Cloverfield Lane,2016,7.2,76,253795,72.0
3910,The Jungle Book,2016,7.4,77,236533,74.0
3911,The Nice Guys,2016,7.4,70,231172,74.0
3912,The Accountant,2016,7.3,51,226350,73.0
3913,Warcraft: The Beginning,2016,6.9,32,221015,69.0
3914,Moonlight,2016,7.4,99,216204,74.0
3915,Moana,2016,7.6,81,214405,76.0
3916,Now You See Me 2,2016,6.5,46,207105,65.0
3917,Finding Dory,2016,7.3,77,206750,73.0
3918,Manchester by the Sea,2016,7.8,96,206599,78.0
3919,Star Trek Beyond,2016,7.1,68,205099,71.0
3920,Nocturnal Animals,2016,7.5,67,197161,75.0
3921,Sully,2016,7.5,74,194625,75.0
3922,The Conjuring 2,2016,7.4,65,186488,74.0
3923,Jason Bourne,2016,6.6,58,185984,66.0
3924,Ghostbusters,2016,5.2,60,182212,52.0
3925,Don't Breathe,2016,7.1,71,179478,71.0
3926,Lion,2016,8.1,69,173527,81.0
3927,Hell or High Water,2016,7.6,88,168797,76.0
3928,Hidden Figures,2016,7.8,74,163959,78.0
3929,Me Before You,2016,7.4,51,163894,74.0
3930,The Magnificent Seven,2016,6.9,54,163618,69.0
3931,The Promise,2016,6.1,49,163472,61.0
3932,Assassin's Creed,2016,5.8,36,161921,58.0
3933,The Secret Life of Pets,2016,6.5,61,156339,65.0
3934,Sausage Party,2016,6.2,66,155026,62.0
3935,Captain Fantastic,2016,7.9,72,152749,79.0
3936,Independence Day: Resurgence,2016,5.2,32,151693,52.0
3937,War Dogs,2016,7.1,57,148478,71.0
3938,The Legend of Tarzan,2016,6.3,44,146186,63.0
3939,The Girl on the Train,2016,6.5,48,145658,65.0
3940,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,136769,67.0
3941,Inferno,2016,6.2,42,134343,62.0
3942,Deadpool,2016,8.0,65,792728,80.0
3943,Batman v Superman: Dawn of Justice,2016,6.5,44,561800,65.0
3944,Captain America: Civil War,2016,7.8,75,546307,78.0
3945,Suicide Squad,2016,6.1,40,513371,61.0
3946,Arrival,2016,7.9,81,492939,79.0
3947,Doctor Strange,2016,7.5,72,476764,75.0
3948,Rogue One: A Star Wars Story,2016,7.8,65,460662,78.0
3949,La La Land,2016,8.0,93,416446,80.0
3950,Zootopia,2016,8.0,78,369156,80.0
3951,Hacksaw Ridge,2016,8.1,71,351462,81.0
3952,Fantastic Beasts and Where to Find Them,2016,7.3,66,349234,73.0
3953,X-Men: Apocalypse,2016,7.0,52,341329,70.0
3954,Split,2016,7.3,62,323726,73.0
3955,Passengers,2016,7.0,41,299859,70.0
3956,10 Cloverfield Lane,2016,7.2,76,253795,72.0
3957,The Jungle Book,2016,7.4,77,236533,74.0
3958,The Nice Guys,2016,7.4,70,231172,74.0
3959,The Accountant,2016,7.3,51,226350,73.0
3960,Warcraft: The Beginning,2016,6.9,32,221015,69.0
3961,Moonlight,2016,7.4,99,216204,74.0
3962,Moana,2016,7.6,81,214405,76.0
3963,Now You See Me 2,2016,6.5,46,207105,65.0
3964,Finding Dory,2016,7.3,77,206750,73.0
3965,Manchester by the Sea,2016,7.8,96,206599,78.0
3966,Star Trek Beyond,2016,7.1,68,205099,71.0
3967,Nocturnal Animals,2016,7.5,67,197161,75.0
3968,Sully,2016,7.5,74,194625,75.0
3969,The Conjuring 2,2016,7.4,65,186488,74.0
3970,Jason Bourne,2016,6.6,58,185984,66.0
3971,Ghostbusters,2016,5.2,60,182212,52.0
3972,Don't Breathe,2016,7.1,71,179478,71.0
3973,Lion,2016,8.1,69,173527,81.0
3974,Hell or High Water,2016,7.6,88,168797,76.0
3975,Hidden Figures,2016,7.8,74,163959,78.0
3976,Me Before You,2016,7.4,51,163894,74.0
3977,The Magnificent Seven,2016,6.9,54,163618,69.0
3978,The Promise,2016,6.1,49,163472,61.0
3979,Assassin's Creed,2016,5.8,36,161921,58.0
3980,The Secret Life of Pets,2016,6.5,61,156339,65.0
3981,Sausage Party,2016,6.2,66,155026,62.0
3982,Captain Fantastic,2016,7.9,72,152749,79.0
3983,Independence Day: Resurgence,2016,5.2,32,151693,52.0
3984,War Dogs,2016,7.1,57,148478,71.0
3985,The Legend of Tarzan,2016,6.3,44,146186,63.0
3986,The Girl on the Train,2016,6.5,48,145658,65.0
3987,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,136769,67.0
3988,Inferno,2016,6.2,42,134343,62.0
3989,Deadpool,2016,8.0,65,792728,80.0
3990,Batman v Superman: Dawn of Justice,2016,6.5,44,561800,65.0
3991,Captain America: Civil War,2016,7.8,75,546307,78.0
3992,Suicide Squad,2016,6.1,40,513371,61.0
3993,Arrival,2016,7.9,81,492939,79.0
3994,Doctor Strange,2016,7.5,72,476764,75.0
3995,Rogue One: A Star Wars Story,2016,7.8,65,460662,78.0
3996,La La Land,2016,8.0,93,416446,80.0
3997,Zootopia,2016,8.0,78,369156,80.0
3998,Hacksaw Ridge,2016,8.1,71,351462,81.0
3999,Fantastic Beasts and Where to Find Them,2016,7.3,66,349234,73.0
4000,X-Men: Apocalypse,2016,7.0,52,341329,70.0
4001,Split,2016,7.3,62,323726,73.0
4002,Passengers,2016,7.0,41,299859,70.0
4003,10 Cloverfield Lane,2016,7.2,76,253795,72.0
4004,The Jungle Book,2016,7.4,77,236533,74.0
4005,The Nice Guys,2016,7.4,70,231172,74.0
4006,The Accountant,2016,7.3,51,226350,73.0
4007,Warcraft: The Beginning,2016,6.9,32,221015,69.0
4008,Moonlight,2016,7.4,99,216204,74.0
4009,Moana,2016,7.6,81,214405,76.0
4010,Now You See Me 2,2016,6.5,46,207105,65.0
4011,Finding Dory,2016,7.3,77,206750,73.0
4012,Manchester by the Sea,2016,7.8,96,206599,78.0
4013,Star Trek Beyond,2016,7.1,68,205099,71.0
4014,Nocturnal Animals,2016,7.5,67,197161,75.0
4015,Sully,2016,7.5,74,194625,75.0
4016,The Conjuring 2,2016,7.4,65,186488,74.0
4017,Jason Bourne,2016,6.6,58,185984,66.0
4018,Ghostbusters,2016,5.2,60,182212,52.0
4019,Don't Breathe,2016,7.1,71,179478,71.0
4020,Lion,2016,8.1,69,173527,81.0
4021,Hell or High Water,2016,7.6,88,168797,76.0
4022,Hidden Figures,2016,7.8,74,163959,78.0
4023,Me Before You,2016,7.4,51,163894,74.0
4024,The Magnificent Seven,2016,6.9,54,163618,69.0
4025,The Promise,2016,6.1,49,163472,61.0
4026,Assassin's Creed,2016,5.8,36,161921,58.0
4027,The Secret Life of Pets,2016,6.5,61,156339,65.0
4028,Sausage Party,2016,6.2,66,155026,62.0
4029,Captain Fantastic,2016,7.9,72,152749,79.0
4030,Independence Day: Resurgence,2016,5.2,32,151693,52.0
4031,War Dogs,2016,7.1,57,148478,71.0
4032,The Legend of Tarzan,2016,6.3,44,146186,63.0
4033,The Girl on the Train,2016,6.5,48,145658,65.0
4034,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,136769,67.0
4035,Inferno,2016,6.2,42,134343,62.0
4036,Deadpool,2016,8.0,65,792728,80.0
4037,Batman v Superman: Dawn of Justice,2016,6.5,44,561800,65.0
4038,Captain America: Civil War,2016,7.8,75,546307,78.0
4039,Suicide Squad,2016,6.1,40,513371,61.0
4040,Arrival,2016,7.9,81,492939,79.0
4041,Doctor Strange,2016,7.5,72,476764,75.0
4042,Rogue One: A Star Wars Story,2016,7.8,65,460662,78.0
4043,La La Land,2016,8.0,93,416446,80.0
4044,Zootopia,2016,8.0,78,369156,80.0
4045,Hacksaw Ridge,2016,8.1,71,351462,81.0
4046,Fantastic Beasts and Where to Find Them,2016,7.3,66,349234,73.0
4047,X-Men: Apocalypse,2016,7.0,52,341329,70.0
4048,Split,2016,7.3,62,323726,73.0
4049,Passengers,2016,7.0,41,299859,70.0
4050,10 Cloverfield Lane,2016,7.2,76,253795,72.0
4051,The Jungle Book,2016,7.4,77,236533,74.0
4052,The Nice Guys,2016,7.4,70,231172,74.0
4053,The Accountant,2016,7.3,51,226350,73.0
4054,Warcraft: The Beginning,2016,6.9,32,221015,69.0
4055,Moonlight,2016,7.4,99,216204,74.0
4056,Moana,2016,7.6,81,214405,76.0
4057,Now You See Me 2,2016,6.5,46,207105,65.0
4058,Finding Dory,2016,7.3,77,206750,73.0
4059,Manchester by the Sea,2016,7.8,96,206599,78.0
4060,Star Trek Beyond,2016,7.1,68,205099,71.0
4061,Nocturnal Animals,2016,7.5,67,197161,75.0
4062,Sully,2016,7.5,74,194625,75.0
4063,The Conjuring 2,2016,7.4,65,186488,74.0
4064,Jason Bourne,2016,6.6,58,185984,66.0
4065,Ghostbusters,2016,5.2,60,182212,52.0
4066,Don't Breathe,2016,7.1,71,179478,71.0
4067,Lion,2016,8.1,69,173527,81.0
4068,Hell or High Water,2016,7.6,88,168797,76.0
4069,Hidden Figures,2016,7.8,74,163959,78.0
4070,Me Before You,2016,7.4,51,163894,74.0
4071,The Magnificent Seven,2016,6.9,54,163618,69.0
4072,The Promise,2016,6.1,49,163472,61.0
4073,Assassin's Creed,2016,5.8,36,161921,58.0
4074,The Secret Life of Pets,2016,6.5,61,156339,65.0
4075,Sausage Party,2016,6.2,66,155026,62.0
4076,Captain Fantastic,2016,7.9,72,152749,79.0
4077,Independence Day: Resurgence,2016,5.2,32,151693,52.0
4078,War Dogs,2016,7.1,57,148478,71.0
4079,The Legend of Tarzan,2016,6.3,44,146186,63.0
4080,The Girl on the Train,2016,6.5,48,145658,65.0
4081,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,136769,67.0
4082,Inferno,2016,6.2,42,134343,62.0
4083,Deadpool,2016,8.0,65,792728,80.0
4084,Batman v Superman: Dawn of Justice,2016,6.5,44,561800,65.0
4085,Captain America: Civil War,2016,7.8,75,546307,78.0
4086,Suicide Squad,2016,6.1,40,513371,61.0
4087,Arrival,2016,7.9,81,492939,79.0
4088,Doctor Strange,2016,7.5,72,476764,75.0
4089,Rogue One: A Star Wars Story,2016,7.8,65,460662,78.0
4090,La La Land,2016,8.0,93,416446,80.0
4091,Zootopia,2016,8.0,78,369156,80.0
4092,Hacksaw Ridge,2016,8.1,71,351462,81.0
4093,Fantastic Beasts and Where to Find Them,2016,7.3,66,349234,73.0
4094,X-Men: Apocalypse,2016,7.0,52,341329,70.0
4095,Split,2016,7.3,62,323726,73.0
4096,Passengers,2016,7.0,41,299859,70.0
4097,10 Cloverfield Lane,2016,7.2,76,253795,72.0
4098,The Jungle Book,2016,7.4,77,236533,74.0
4099,The Nice Guys,2016,7.4,70,231172,74.0
4100,The Accountant,2016,7.3,51,226350,73.0
4101,Warcraft: The Beginning,2016,6.9,32,221015,69.0
4102,Moonlight,2016,7.4,99,216204,74.0
4103,Moana,2016,7.6,81,214405,76.0
4104,Now You See Me 2,2016,6.5,46,207105,65.0
4105,Finding Dory,2016,7.3,77,206750,73.0
4106,Manchester by the Sea,2016,7.8,96,206599,78.0
4107,Star Trek Beyond,2016,7.1,68,205099,71.0
4108,Nocturnal Animals,2016,7.5,67,197161,75.0
4109,Sully,2016,7.5,74,194625,75.0
4110,The Conjuring 2,2016,7.4,65,186488,74.0
4111,Jason Bourne,2016,6.6,58,185984,66.0
4112,Ghostbusters,2016,5.2,60,182212,52.0
4113,Don't Breathe,2016,7.1,71,179478,71.0
4114,Lion,2016,8.1,69,173527,81.0
4115,Hell or High Water,2016,7.6,88,168797,76.0
4116,Hidden Figures,2016,7.8,74,163959,78.0
4117,Me Before You,2016,7.4,51,163894,74.0
4118,The Magnificent Seven,2016,6.9,54,163618,69.0
4119,The Promise,2016,6.1,49,163472,61.0
4120,Assassin's Creed,2016,5.8,36,161921,58.0
4121,The Secret Life of Pets,2016,6.5,61,156339,65.0
4122,Sausage Party,2016,6.2,66,155026,62.0
4123,Captain Fantastic,2016,7.9,72,152749,79.0
4124,Independence Day: Resurgence,2016,5.2,32,151693,52.0
4125,War Dogs,2016,7.1,57,148478,71.0
4126,The Legend of Tarzan,2016,6.3,44,146186,63.0
4127,The Girl on the Train,2016,6.5,48,145658,65.0
4128,Miss Peregrine's Home for Peculiar Children,2016,6.7,57,136769,67.0
4129,Inferno,2016,6.2,42,134343,62.0
4130,Logan,2017,8.1,77,533031,81.0
4131,Wonder Woman,2017,7.5,76,462925,75.0
4132,Dunkirk,2017,7.9,94,444797,79.0
4133,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85,441808,72.0
4134,Guardians of the Galaxy Vol. 2,2017,7.7,67,441333,77.0
4135,Thor: Ragnarok,2017,7.9,74,427318,79.0
4136,Spider-Man: Homecoming,2017,7.5,73,387699,75.0
4137,Get Out,2017,7.7,84,363151,77.0
4138,Blade Runner 2049,2017,8.0,81,359069,80.0
4139,Baby Driver,2017,7.6,86,344584,76.0
4140,It,2017,7.4,69,334333,74.0
4141,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,316965,82.0
4142,Justice League,2017,6.5,45,310376,65.0
4143,The Shape of Water,2017,7.4,87,284707,74.0
4144,John Wick: Chapter 2,2017,7.5,75,258770,75.0
4145,Coco,2017,8.4,81,253337,84.0
4146,Jumanji: Welcome to the Jungle,2017,7.0,58,227990,70.0
4147,Beauty and the Beast,2017,7.2,65,227782,72.0
4148,Kong: Skull Island,2017,6.7,62,225419,67.0
4149,Alien: Covenant,2017,6.4,65,218368,64.0
4150,Kingsman: The Golden Circle,2017,6.8,44,218275,68.0
4151,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,218013,66.0
4152,War for the Planet of the Apes,2017,7.5,82,193635,75.0
4153,The Greatest Showman,2017,7.6,48,186005,76.0
4154,The Fate of the Furious,2017,6.7,56,173397,67.0
4155,Life,2017,6.6,54,172433,66.0
4156,Murder on the Orient Express,2017,6.5,52,170652,65.0
4157,Ghost in the Shell,2017,6.4,52,168553,64.0
4158,Lady Bird,2017,7.4,94,164533,74.0
4159,King Arthur: Legend of the Sword,2017,6.8,41,162100,68.0
4160,Wind River,2017,7.7,73,159190,77.0
4161,The Hitman's Bodyguard,2017,6.9,47,154433,69.0
4162,The Mummy,2017,5.5,34,147475,55.0
4163,Mother!,2017,6.6,75,146506,66.0
4164,Atomic Blonde,2017,6.7,63,143175,67.0
4165,Bright,2017,6.4,29,142330,64.0
4166,Call Me by Your Name,2017,7.9,93,141749,79.0
4167,Valerian and the City of a Thousand Planets,2017,6.5,51,133822,65.0
4168,"I, Tonya",2017,7.5,77,129502,75.0
4169,Darkest Hour,2017,7.4,75,127785,74.0
4170,Baywatch,2017,5.6,37,126832,56.0
4171,American Made,2017,7.2,65,123842,72.0
4172,Transformers: The Last Knight,2017,5.2,27,112978,52.0
4173,The Lego Batman Movie,2017,7.3,75,109802,73.0
4174,The Disaster Artist,2017,7.4,76,105106,74.0
4175,Logan,2017,8.1,77,533031,81.0
4176,Wonder Woman,2017,7.5,76,462925,75.0
4177,Dunkirk,2017,7.9,94,444797,79.0
4178,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85,441808,72.0
4179,Guardians of the Galaxy Vol. 2,2017,7.7,67,441333,77.0
4180,Thor: Ragnarok,2017,7.9,74,427350,79.0
4181,Spider-Man: Homecoming,2017,7.5,73,387699,75.0
4182,Get Out,2017,7.7,84,363151,77.0
4183,Blade Runner 2049,2017,8.0,81,359069,80.0
4184,Baby Driver,2017,7.6,86,344584,76.0
4185,It,2017,7.4,69,334333,74.0
4186,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,316965,82.0
4187,Justice League,2017,6.5,45,310376,65.0
4188,The Shape of Water,2017,7.4,87,284707,74.0
4189,John Wick: Chapter 2,2017,7.5,75,258770,75.0
4190,Coco,2017,8.4,81,253337,84.0
4191,Jumanji: Welcome to the Jungle,2017,7.0,58,227990,70.0
4192,Beauty and the Beast,2017,7.2,65,227782,72.0
4193,Kong: Skull Island,2017,6.7,62,225419,67.0
4194,Alien: Covenant,2017,6.4,65,218368,64.0
4195,Kingsman: The Golden Circle,2017,6.8,44,218275,68.0
4196,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,218013,66.0
4197,War for the Planet of the Apes,2017,7.5,82,193635,75.0
4198,The Greatest Showman,2017,7.6,48,186005,76.0
4199,The Fate of the Furious,2017,6.7,56,173397,67.0
4200,Life,2017,6.6,54,172433,66.0
4201,Murder on the Orient Express,2017,6.5,52,170652,65.0
4202,Ghost in the Shell,2017,6.4,52,168553,64.0
4203,Lady Bird,2017,7.4,94,164533,74.0
4204,King Arthur: Legend of the Sword,2017,6.8,41,162100,68.0
4205,Wind River,2017,7.7,73,159190,77.0
4206,The Hitman's Bodyguard,2017,6.9,47,154433,69.0
4207,The Mummy,2017,5.5,34,147475,55.0
4208,Mother!,2017,6.6,75,146506,66.0
4209,Atomic Blonde,2017,6.7,63,143175,67.0
4210,Bright,2017,6.4,29,142330,64.0
4211,Call Me by Your Name,2017,7.9,93,141749,79.0
4212,Valerian and the City of a Thousand Planets,2017,6.5,51,133822,65.0
4213,"I, Tonya",2017,7.5,77,129502,75.0
4214,Darkest Hour,2017,7.4,75,127785,74.0
4215,Baywatch,2017,5.6,37,126832,56.0
4216,American Made,2017,7.2,65,123842,72.0
4217,Transformers: The Last Knight,2017,5.2,27,112978,52.0
4218,The Lego Batman Movie,2017,7.3,75,109802,73.0
4219,The Disaster Artist,2017,7.4,76,105106,74.0
4220,Logan,2017,8.1,77,533031,81.0
4221,Wonder Woman,2017,7.5,76,462925,75.0
4222,Dunkirk,2017,7.9,94,444797,79.0
4223,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85,441808,72.0
4224,Guardians of the Galaxy Vol. 2,2017,7.7,67,441333,77.0
4225,Thor: Ragnarok,2017,7.9,74,427350,79.0
4226,Spider-Man: Homecoming,2017,7.5,73,387699,75.0
4227,Get Out,2017,7.7,84,363151,77.0
4228,Blade Runner 2049,2017,8.0,81,359069,80.0
4229,Baby Driver,2017,7.6,86,344584,76.0
4230,It,2017,7.4,69,334333,74.0
4231,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,316965,82.0
4232,Justice League,2017,6.5,45,310376,65.0
4233,The Shape of Water,2017,7.4,87,284707,74.0
4234,John Wick: Chapter 2,2017,7.5,75,258770,75.0
4235,Coco,2017,8.4,81,253337,84.0
4236,Jumanji: Welcome to the Jungle,2017,7.0,58,227990,70.0
4237,Beauty and the Beast,2017,7.2,65,227782,72.0
4238,Kong: Skull Island,2017,6.7,62,225419,67.0
4239,Alien: Covenant,2017,6.4,65,218368,64.0
4240,Kingsman: The Golden Circle,2017,6.8,44,218275,68.0
4241,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,218013,66.0
4242,War for the Planet of the Apes,2017,7.5,82,193635,75.0
4243,The Greatest Showman,2017,7.6,48,186005,76.0
4244,The Fate of the Furious,2017,6.7,56,173397,67.0
4245,Life,2017,6.6,54,172433,66.0
4246,Murder on the Orient Express,2017,6.5,52,170652,65.0
4247,Ghost in the Shell,2017,6.4,52,168553,64.0
4248,Lady Bird,2017,7.4,94,164533,74.0
4249,King Arthur: Legend of the Sword,2017,6.8,41,162100,68.0
4250,Wind River,2017,7.7,73,159190,77.0
4251,The Hitman's Bodyguard,2017,6.9,47,154433,69.0
4252,The Mummy,2017,5.5,34,147475,55.0
4253,Mother!,2017,6.6,75,146506,66.0
4254,Atomic Blonde,2017,6.7,63,143175,67.0
4255,Bright,2017,6.4,29,142330,64.0
4256,Call Me by Your Name,2017,7.9,93,141749,79.0
4257,Valerian and the City of a Thousand Planets,2017,6.5,51,133822,65.0
4258,"I, Tonya",2017,7.5,77,129502,75.0
4259,Darkest Hour,2017,7.4,75,127785,74.0
4260,Baywatch,2017,5.6,37,126832,56.0
4261,American Made,2017,7.2,65,123842,72.0
4262,Transformers: The Last Knight,2017,5.2,27,112978,52.0
4263,The Lego Batman Movie,2017,7.3,75,109802,73.0
4264,The Disaster Artist,2017,7.4,76,105106,74.0
4265,Logan,2017,8.1,77,533049,81.0
4266,Wonder Woman,2017,7.5,76,462925,75.0
4267,Dunkirk,2017,7.9,94,444797,79.0
4268,Star Wars: Episode VIII - The Last Jedi,2017,7.2,85,441808,72.0
4269,Guardians of the Galaxy Vol. 2,2017,7.7,67,441333,77.0
4270,Thor: Ragnarok,2017,7.9,74,427350,79.0
4271,Spider-Man: Homecoming,2017,7.5,73,387699,75.0
