,movie,year,imdb,metascore,votes,n_imdb
3290,This Is the End,2013,6.6,67,355009,66.0
3291,Fast & Furious 6,2013,7.1,61,341849,71.0
3292,Despicable Me 2,2013,7.4,62,337234,74.0
3293,Monsters University,2013,7.3,65,285145,73.0
3294,The Secret Life of Walter Mitty,2013,7.3,54,271579,73.0
3295,The Hangover Part III,2013,5.8,30,264803,58.0
3296,About Time,2013,7.8,55,253337,78.0
3297,Lone Survivor,2013,7.5,60,242341,75.0
3298,Kick-Ass 2,2013,6.6,41,233892,66.0
3299,Olympus Has Fallen,2013,6.5,41,231701,65.0
3300,Snowpiercer,2013,7.1,84,230678,71.0
3301,The World's End,2013,7.0,81,227742,70.0
3302,Don Jon,2013,6.6,66,213509,66.0
3303,Ender's Game,2013,6.6,51,208555,66.0
3304,Escape Plan,2013,6.7,49,208170,67.0
3305,Warm Bodies,2013,6.9,60,206243,69.0
3306,The Lone Ranger,2013,6.4,37,205982,64.0
3307,Gangster Squad,2013,6.7,40,193020,67.0
3308,Oz the Great and Powerful,2013,6.3,44,190450,63.0
3309,White House Down,2013,6.4,52,188715,64.0
3310,The Wolf of Wall Street,2013,8.2,75,1005599,82.0
3311,Gravity,2013,7.7,96,693346,77.0
3312,Iron Man 3,2013,7.2,62,666265,72.0
3313,Man of Steel,2013,7.1,55,634865,71.0
3314,The Hunger Games: Catching Fire,2013,7.5,76,566354,75.0
3315,12 Years a Slave,2013,8.1,96,563616,81.0
3316,The Hobbit: The Desolation of Smaug,2013,7.8,66,557021,78.0
3317,World War Z,2013,7.0,63,543148,70.0
3318,Now You See Me,2013,7.3,50,542619,73.0
3319,Thor: The Dark World,2013,7.0,54,517285,70.0
3320,Prisoners,2013,8.1,74,512248,81.0
3321,Frozen,2013,7.5,74,505325,75.0
3322,Her,2013,8.0,90,453440,80.0
3323,Oblivion,2013,7.0,54,445615,70.0
3324,Star Trek Into Darkness,2013,7.7,72,441315,77.0
3325,Pacific Rim,2013,6.9,65,437439,69.0
3326,The Great Gatsby,2013,7.3,55,424299,73.0
3327,American Hustle,2013,7.2,90,411691,72.0
3328,Dallas Buyers Club,2013,8.0,84,394825,80.0
3329,The Wolverine,2013,6.7,61,392144,67.0
3330,Elysium,2013,6.6,61,389371,66.0
3331,The Conjuring,2013,7.5,68,385516,75.0
3332,Rush,2013,8.1,75,384532,81.0
3333,Captain Phillips,2013,7.8,83,380480,78.0
3334,We're the Millers,2013,7.0,44,365654,70.0
3335,This Is the End,2013,6.6,67,355009,66.0
3336,Fast & Furious 6,2013,7.1,61,341849,71.0
3337,Despicable Me 2,2013,7.4,62,337234,74.0
3338,Monsters University,2013,7.3,65,285145,73.0
3339,The Secret Life of Walter Mitty,2013,7.3,54,271579,73.0
3340,The Hangover Part III,2013,5.8,30,264803,58.0
3341,About Time,2013,7.8,55,253337,78.0
3342,Lone Survivor,2013,7.5,60,242341,75.0
3343,Kick-Ass 2,2013,6.6,41,233892,66.0
3344,Olympus Has Fallen,2013,6.5,41,231701,65.0
3345,Snowpiercer,2013,7.1,84,230678,71.0
3346,The World's End,2013,7.0,81,227742,70.0
3347,Don Jon,2013,6.6,66,213509,66.0
3348,Ender's Game,2013,6.6,51,208555,66.0
3349,Escape Plan,2013,6.7,49,208170,67.0
3350,Warm Bodies,2013,6.9,60,206243,69.0
3351,The Lone Ranger,2013,6.4,37,205982,64.0
3352,Gangster Squad,2013,6.7,40,193020,67.0
3353,Oz the Great and Powerful,2013,6.3,44,190450,63.0
3354,White House Down,2013,6.4,52,188715,64.0
3355,The Wolf of Wall Street,2013,8.2,75,1005599,82.0
3356,Gravity,2013,7.7,96,693346,77.0
3357,Iron Man 3,2013,7.2,62,666265,72.0
3358,Man of Steel,2013,7.1,55,634865,71.0
3359,The Hunger Games: Catching Fire,2013,7.5,76,566354,75.0
3360,12 Years a Slave,2013,8.1,96,563616,81.0
3361,The Hobbit: The Desolation of Smaug,2013,7.8,66,557021,78.0
3362,World War Z,2013,7.0,63,543148,70.0
3363,Now You See Me,2013,7.3,50,542619,73.0
3364,Thor: The Dark World,2013,7.0,54,517302,70.0
3365,Prisoners,2013,8.1,74,512248,81.0
3366,Frozen,2013,7.5,74,505325,75.0
3367,Her,2013,8.0,90,453440,80.0
3368,Oblivion,2013,7.0,54,445615,70.0
3369,Star Trek Into Darkness,2013,7.7,72,441315,77.0
3370,Pacific Rim,2013,6.9,65,437439,69.0
3371,The Great Gatsby,2013,7.3,55,424299,73.0
3372,American Hustle,2013,7.2,90,411691,72.0
3373,Dallas Buyers Club,2013,8.0,84,394825,80.0
3374,The Wolverine,2013,6.7,61,392144,67.0
3375,Elysium,2013,6.6,61,389371,66.0
3376,The Conjuring,2013,7.5,68,385516,75.0
3377,Rush,2013,8.1,75,384532,81.0
3378,Captain Phillips,2013,7.8,83,380480,78.0
3379,We're the Millers,2013,7.0,44,365654,70.0
3380,This Is the End,2013,6.6,67,355009,66.0
3381,Fast & Furious 6,2013,7.1,61,341849,71.0
3382,Despicable Me 2,2013,7.4,62,337234,74.0
3383,Monsters University,2013,7.3,65,285145,73.0
3384,The Secret Life of Walter Mitty,2013,7.3,54,271579,73.0
3385,The Hangover Part III,2013,5.8,30,264803,58.0
3386,About Time,2013,7.8,55,253337,78.0
3387,Lone Survivor,2013,7.5,60,242341,75.0
3388,Kick-Ass 2,2013,6.6,41,233892,66.0
3389,Olympus Has Fallen,2013,6.5,41,231701,65.0
3390,Snowpiercer,2013,7.1,84,230678,71.0
3391,The World's End,2013,7.0,81,227742,70.0
3392,Don Jon,2013,6.6,66,213509,66.0
3393,Ender's Game,2013,6.6,51,208555,66.0
3394,Escape Plan,2013,6.7,49,208170,67.0
3395,Warm Bodies,2013,6.9,60,206243,69.0
3396,The Lone Ranger,2013,6.4,37,205982,64.0
3397,Gangster Squad,2013,6.7,40,193020,67.0
3398,Oz the Great and Powerful,2013,6.3,44,190450,63.0
3399,White House Down,2013,6.4,52,188715,64.0
3400,The Wolf of Wall Street,2013,8.2,75,1005599,82.0
3401,Gravity,2013,7.7,96,693346,77.0
3402,Iron Man 3,2013,7.2,62,666265,72.0
3403,Man of Steel,2013,7.1,55,634865,71.0
3404,The Hunger Games: Catching Fire,2013,7.5,76,566347,75.0
3405,12 Years a Slave,2013,8.1,96,563616,81.0
3406,The Hobbit: The Desolation of Smaug,2013,7.8,66,557021,78.0
3407,World War Z,2013,7.0,63,543148,70.0
3408,Now You See Me,2013,7.3,50,542619,73.0
3409,Thor: The Dark World,2013,7.0,54,517302,70.0
3410,Prisoners,2013,8.1,74,512248,81.0
3411,Frozen,2013,7.5,74,505325,75.0
3412,Her,2013,8.0,90,453440,80.0
3413,Oblivion,2013,7.0,54,445615,70.0
3414,Star Trek Into Darkness,2013,7.7,72,441315,77.0
3415,Pacific Rim,2013,6.9,65,437439,69.0
3416,The Great Gatsby,2013,7.3,55,424299,73.0
3417,American Hustle,2013,7.2,90,411691,72.0
3418,Dallas Buyers Club,2013,8.0,84,394825,80.0
3419,The Wolverine,2013,6.7,61,392144,67.0
3420,Elysium,2013,6.6,61,389377,66.0
3421,The Conjuring,2013,7.5,68,385516,75.0
3422,Rush,2013,8.1,75,384532,81.0
3423,Captain Phillips,2013,7.8,83,380480,78.0
3424,We're the Millers,2013,7.0,44,365654,70.0
3425,This Is the End,2013,6.6,67,355009,66.0
3426,Fast & Furious 6,2013,7.1,61,341852,71.0
3427,Despicable Me 2,2013,7.4,62,337234,74.0
3428,Monsters University,2013,7.3,65,285145,73.0
3429,The Secret Life of Walter Mitty,2013,7.3,54,271579,73.0
3430,The Hangover Part III,2013,5.8,30,264803,58.0
3431,About Time,2013,7.8,55,253337,78.0
3432,Lone Survivor,2013,7.5,60,242341,75.0
3433,Kick-Ass 2,2013,6.6,41,233892,66.0
3434,Olympus Has Fallen,2013,6.5,41,231701,65.0
3435,Snowpiercer,2013,7.1,84,230678,71.0
3436,The World's End,2013,7.0,81,227742,70.0
3437,Don Jon,2013,6.6,66,213509,66.0
3438,Ender's Game,2013,6.6,51,208555,66.0
3439,Escape Plan,2013,6.7,49,208170,67.0
3440,Warm Bodies,2013,6.9,60,206243,69.0
3441,The Lone Ranger,2013,6.4,37,205982,64.0
3442,Gangster Squad,2013,6.7,40,193020,67.0
3443,Oz the Great and Powerful,2013,6.3,44,190450,63.0
3444,White House Down,2013,6.4,52,188715,64.0
3445,Interstellar,2014,8.6,74,1254037,86.0
3446,Guardians of the Galaxy,2014,8.1,76,905154,81.0
3447,Gone Girl,2014,8.1,79,741574,81.0
3448,Captain America: The Winter Soldier,2014,7.8,70,634630,78.0
3449,The Grand Budapest Hotel,2014,8.1,88,618341,81.0
3450,X-Men: Days of Future Past,2014,8.0,75,605893,80.0
3451,The Imitation Game,2014,8.0,73,603352,80.0
3452,Whiplash,2014,8.5,88,593582,85.0
3453,Edge of Tomorrow,2014,7.9,71,534432,79.0
3454,Kingsman: The Secret Service,2014,7.7,60,531801,77.0
3455,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,505887,77.0
3456,The Hobbit: The Battle of the Five Armies,2014,7.4,59,429924,74.0
3457,John Wick,2014,7.3,68,415421,73.0
3458,Ex Machina,2014,7.7,78,411753,77.0
3459,Lucy,2014,6.4,61,394340,64.0
3460,Divergent,2014,6.7,48,393492,67.0
3461,American Sniper,2014,7.3,72,393241,73.0
3462,Nightcrawler,2014,7.9,76,392508,79.0
3463,Dawn of the Planet of the Apes,2014,7.6,79,383765,76.0
3464,The Amazing Spider-Man 2,2014,6.6,53,379837,66.0
3465,The Maze Runner,2014,6.8,57,379455,68.0
3466,Fury,2014,7.6,64,373277,76.0
3467,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,370599,67.0
3468,Big Hero 6,2014,7.8,74,358500,78.0
3469,The Theory of Everything,2014,7.7,72,350512,77.0
3470,Godzilla,2014,6.4,62,341416,64.0
3471,22 Jump Street,2014,7.0,71,312961,70.0
3472,Boyhood,2014,7.9,100,311434,79.0
3473,The Fault in Our Stars,2014,7.7,69,307901,77.0
3474,Maleficent,2014,7.0,56,298764,70.0
3475,The Lego Movie,2014,7.8,83,294845,78.0
3476,The Equalizer,2014,7.2,57,293641,72.0
3477,The Interview,2014,6.5,52,282615,65.0
3478,Transformers: Age of Extinction,2014,5.7,32,279285,57.0
3479,How to Train Your Dragon 2,2014,7.8,76,265360,78.0
3480,Neighbors,2014,6.3,68,260995,63.0
3481,300: Rise of an Empire,2014,6.2,48,258441,62.0
3482,Non-Stop,2014,7.0,56,231067,70.0
3483,Noah,2014,5.8,68,225901,58.0
3484,Predestination,2014,7.5,69,220100,75.0
3485,RoboCop,2014,6.2,52,203090,62.0
3486,Transcendence,2014,6.3,42,201645,63.0
3487,Teenage Mutant Ninja Turtles,2014,5.8,31,190303,58.0
3488,It Follows,2014,6.8,83,176742,68.0
3489,Chef,2014,7.3,68,170040,73.0
3490,Interstellar,2014,8.6,74,1254037,86.0
3491,Guardians of the Galaxy,2014,8.1,76,905154,81.0
3492,Gone Girl,2014,8.1,79,741558,81.0
3493,Captain America: The Winter Soldier,2014,7.8,70,634630,78.0
3494,The Grand Budapest Hotel,2014,8.1,88,618341,81.0
3495,X-Men: Days of Future Past,2014,8.0,75,605893,80.0
3496,The Imitation Game,2014,8.0,73,603352,80.0
3497,Whiplash,2014,8.5,88,593582,85.0
3498,Edge of Tomorrow,2014,7.9,71,534440,79.0
3499,Kingsman: The Secret Service,2014,7.7,60,531801,77.0
3500,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,505887,77.0
3501,The Hobbit: The Battle of the Five Armies,2014,7.4,59,429924,74.0
3502,John Wick,2014,7.3,68,415421,73.0
3503,Ex Machina,2014,7.7,78,411753,77.0
3504,Lucy,2014,6.4,61,394340,64.0
3505,Divergent,2014,6.7,48,393492,67.0
3506,American Sniper,2014,7.3,72,393241,73.0
3507,Nightcrawler,2014,7.9,76,392508,79.0
3508,Dawn of the Planet of the Apes,2014,7.6,79,383765,76.0
3509,The Amazing Spider-Man 2,2014,6.6,53,379837,66.0
3510,The Maze Runner,2014,6.8,57,379455,68.0
3511,Fury,2014,7.6,64,373277,76.0
3512,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,370599,67.0
3513,Big Hero 6,2014,7.8,74,358485,78.0
3514,The Theory of Everything,2014,7.7,72,350512,77.0
3515,Godzilla,2014,6.4,62,341416,64.0
3516,22 Jump Street,2014,7.0,71,312961,70.0
3517,Boyhood,2014,7.9,100,311434,79.0
3518,The Fault in Our Stars,2014,7.7,69,307901,77.0
3519,Maleficent,2014,7.0,56,298764,70.0
3520,The Lego Movie,2014,7.8,83,294845,78.0
3521,The Equalizer,2014,7.2,57,293641,72.0
3522,The Interview,2014,6.5,52,282615,65.0
3523,Transformers: Age of Extinction,2014,5.7,32,279285,57.0
3524,How to Train Your Dragon 2,2014,7.8,76,265360,78.0
3525,Neighbors,2014,6.3,68,260995,63.0
3526,300: Rise of an Empire,2014,6.2,48,258441,62.0
3527,Non-Stop,2014,7.0,56,231067,70.0
3528,Noah,2014,5.8,68,225901,58.0
3529,Predestination,2014,7.5,69,220100,75.0
3530,RoboCop,2014,6.2,52,203090,62.0
3531,Transcendence,2014,6.3,42,201645,63.0
3532,Teenage Mutant Ninja Turtles,2014,5.8,31,190303,58.0
3533,It Follows,2014,6.8,83,176742,68.0
3534,Chef,2014,7.3,68,170040,73.0
3535,Interstellar,2014,8.6,74,1254037,86.0
3536,Guardians of the Galaxy,2014,8.1,76,905130,81.0
3537,Gone Girl,2014,8.1,79,741558,81.0
3538,Captain America: The Winter Soldier,2014,7.8,70,634630,78.0
3539,The Grand Budapest Hotel,2014,8.1,88,618341,81.0
3540,X-Men: Days of Future Past,2014,8.0,75,605893,80.0
3541,The Imitation Game,2014,8.0,73,603352,80.0
3542,Whiplash,2014,8.5,88,593582,85.0
3543,Edge of Tomorrow,2014,7.9,71,534440,79.0
3544,Kingsman: The Secret Service,2014,7.7,60,531801,77.0
3545,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,505887,77.0
3546,The Hobbit: The Battle of the Five Armies,2014,7.4,59,429924,74.0
3547,John Wick,2014,7.3,68,415421,73.0
3548,Ex Machina,2014,7.7,78,411753,77.0
3549,Lucy,2014,6.4,61,394340,64.0
3550,Divergent,2014,6.7,48,393492,67.0
3551,American Sniper,2014,7.3,72,393241,73.0
3552,Nightcrawler,2014,7.9,76,392508,79.0
3553,Dawn of the Planet of the Apes,2014,7.6,79,383765,76.0
3554,The Amazing Spider-Man 2,2014,6.6,53,379837,66.0
3555,The Maze Runner,2014,6.8,57,379455,68.0
3556,Fury,2014,7.6,64,373277,76.0
3557,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,370599,67.0
3558,Big Hero 6,2014,7.8,74,358485,78.0
3559,The Theory of Everything,2014,7.7,72,350512,77.0
3560,Godzilla,2014,6.4,62,341416,64.0
3561,22 Jump Street,2014,7.0,71,312961,70.0
3562,Boyhood,2014,7.9,100,311434,79.0
3563,The Fault in Our Stars,2014,7.7,69,307901,77.0
3564,Maleficent,2014,7.0,56,298764,70.0
3565,The Lego Movie,2014,7.8,83,294845,78.0
3566,The Equalizer,2014,7.2,57,293641,72.0
3567,The Interview,2014,6.5,52,282615,65.0
3568,Transformers: Age of Extinction,2014,5.7,32,279285,57.0
3569,How to Train Your Dragon 2,2014,7.8,76,265360,78.0
3570,Neighbors,2014,6.3,68,260995,63.0
3571,300: Rise of an Empire,2014,6.2,48,258443,62.0
3572,Non-Stop,2014,7.0,56,231067,70.0
3573,Noah,2014,5.8,68,225901,58.0
3574,Predestination,2014,7.5,69,220100,75.0
3575,RoboCop,2014,6.2,52,203090,62.0
3576,Transcendence,2014,6.3,42,201645,63.0
3577,Teenage Mutant Ninja Turtles,2014,5.8,31,190303,58.0
3578,It Follows,2014,6.8,83,176742,68.0
3579,Chef,2014,7.3,68,170040,73.0
3580,Interstellar,2014,8.6,74,1254037,86.0
3581,Guardians of the Galaxy,2014,8.1,76,905154,81.0
3582,Gone Girl,2014,8.1,79,741558,81.0
3583,Captain America: The Winter Soldier,2014,7.8,70,634630,78.0
3584,The Grand Budapest Hotel,2014,8.1,88,618341,81.0
3585,X-Men: Days of Future Past,2014,8.0,75,605893,80.0
3586,The Imitation Game,2014,8.0,73,603352,80.0
3587,Whiplash,2014,8.5,88,593582,85.0
3588,Edge of Tomorrow,2014,7.9,71,534432,79.0
3589,Kingsman: The Secret Service,2014,7.7,60,531801,77.0
3590,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,505887,77.0
3591,The Hobbit: The Battle of the Five Armies,2014,7.4,59,429924,74.0
3592,John Wick,2014,7.3,68,415421,73.0
3593,Ex Machina,2014,7.7,78,411753,77.0
3594,Lucy,2014,6.4,61,394340,64.0
3595,Divergent,2014,6.7,48,393492,67.0
3596,American Sniper,2014,7.3,72,393241,73.0
3597,Nightcrawler,2014,7.9,76,392508,79.0
3598,Dawn of the Planet of the Apes,2014,7.6,79,383765,76.0
3599,The Amazing Spider-Man 2,2014,6.6,53,379837,66.0
3600,The Maze Runner,2014,6.8,57,379455,68.0
3601,Fury,2014,7.6,64,373277,76.0
3602,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,370599,67.0
3603,Big Hero 6,2014,7.8,74,358485,78.0
3604,The Theory of Everything,2014,7.7,72,350512,77.0
3605,Godzilla,2014,6.4,62,341416,64.0
3606,22 Jump Street,2014,7.0,71,312961,70.0
3607,Boyhood,2014,7.9,100,311434,79.0
3608,The Fault in Our Stars,2014,7.7,69,307901,77.0
3609,Maleficent,2014,7.0,56,298764,70.0
3610,The Lego Movie,2014,7.8,83,294845,78.0
3611,The Equalizer,2014,7.2,57,293641,72.0
3612,The Interview,2014,6.5,52,282615,65.0
3613,Transformers: Age of Extinction,2014,5.7,32,279285,57.0
3614,How to Train Your Dragon 2,2014,7.8,76,265360,78.0
3615,Neighbors,2014,6.3,68,260995,63.0
3616,300: Rise of an Empire,2014,6.2,48,258443,62.0
3617,Non-Stop,2014,7.0,56,231067,70.0
3618,Noah,2014,5.8,68,225901,58.0
3619,Predestination,2014,7.5,69,220100,75.0
3620,RoboCop,2014,6.2,52,203090,62.0
3621,Transcendence,2014,6.3,42,201645,63.0
3622,Teenage Mutant Ninja Turtles,2014,5.8,31,190303,58.0
3623,It Follows,2014,6.8,83,176742,68.0
3624,Chef,2014,7.3,68,170040,73.0
3625,Interstellar,2014,8.6,74,1254037,86.0
3626,Guardians of the Galaxy,2014,8.1,76,905154,81.0
3627,Gone Girl,2014,8.1,79,741558,81.0
3628,Captain America: The Winter Soldier,2014,7.8,70,634630,78.0
3629,The Grand Budapest Hotel,2014,8.1,88,618341,81.0
3630,X-Men: Days of Future Past,2014,8.0,75,605893,80.0
3631,The Imitation Game,2014,8.0,73,603352,80.0
3632,Whiplash,2014,8.5,88,593582,85.0
3633,Edge of Tomorrow,2014,7.9,71,534440,79.0
3634,Kingsman: The Secret Service,2014,7.7,60,531801,77.0
3635,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,505887,77.0
3636,The Hobbit: The Battle of the Five Armies,2014,7.4,59,429924,74.0
3637,John Wick,2014,7.3,68,415421,73.0
3638,Ex Machina,2014,7.7,78,411753,77.0
3639,Lucy,2014,6.4,61,394340,64.0
3640,Divergent,2014,6.7,48,393492,67.0
3641,American Sniper,2014,7.3,72,393241,73.0
3642,Nightcrawler,2014,7.9,76,392508,79.0
3643,Dawn of the Planet of the Apes,2014,7.6,79,383765,76.0
3644,The Amazing Spider-Man 2,2014,6.6,53,379837,66.0
3645,The Maze Runner,2014,6.8,57,379455,68.0
3646,Fury,2014,7.6,64,373277,76.0
3647,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,370599,67.0
3648,Big Hero 6,2014,7.8,74,358500,78.0
3649,The Theory of Everything,2014,7.7,72,350512,77.0
3650,Godzilla,2014,6.4,62,341416,64.0
3651,22 Jump Street,2014,7.0,71,312961,70.0
3652,Boyhood,2014,7.9,100,311434,79.0
3653,The Fault in Our Stars,2014,7.7,69,307901,77.0
3654,Maleficent,2014,7.0,56,298764,70.0
3655,The Lego Movie,2014,7.8,83,294845,78.0
3656,The Equalizer,2014,7.2,57,293641,72.0
3657,The Interview,2014,6.5,52,282615,65.0
3658,Transformers: Age of Extinction,2014,5.7,32,279285,57.0
3659,How to Train Your Dragon 2,2014,7.8,76,265360,78.0
3660,Neighbors,2014,6.3,68,260995,63.0
3661,300: Rise of an Empire,2014,6.2,48,258443,62.0
3662,Non-Stop,2014,7.0,56,231067,70.0
3663,Noah,2014,5.8,68,225901,58.0
3664,Predestination,2014,7.5,69,220100,75.0
3665,RoboCop,2014,6.2,52,203090,62.0
3666,Transcendence,2014,6.3,42,201645,63.0
3667,Teenage Mutant Ninja Turtles,2014,5.8,31,190303,58.0
3668,It Follows,2014,6.8,83,176742,68.0
3669,Chef,2014,7.3,68,170040,73.0
3670,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,769285,80.0
3671,Mad Max: Fury Road,2015,8.1,90,758471,81.0
3672,The Martian,2015,8.0,80,657982,80.0
3673,Avengers: Age of Ultron,2015,7.4,66,627174,74.0
3674,The Revenant,2015,8.0,76,598933,80.0
3675,Jurassic World,2015,7.0,59,527300,70.0
3676,Inside Out,2015,8.2,94,518273,82.0
3677,Ant-Man,2015,7.3,64,470874,73.0
3678,The Hateful Eight,2015,7.8,68,418574,78.0
3679,Spotlight,2015,8.1,93,352151,81.0
3680,Spectre,2015,6.8,60,345908,68.0
3681,Furious 7,2015,7.2,67,329855,72.0
3682,Sicario,2015,7.6,82,318475,76.0
3683,Mission: Impossible - Rogue Nation,2015,7.4,75,303856,74.0
3684,Room,2015,8.2,86,302037,82.0
3685,The Big Short,2015,7.8,81,298996,78.0
3686,Fifty Shades of Grey,2015,4.1,46,273611,41.0
3687,Bridge of Spies,2015,7.6,81,257390,76.0
3688,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,243627,66.0
3689,The Man from U.N.C.L.E.,2015,7.3,56,235045,73.0
3690,Terminator Genisys,2015,6.4,38,229105,64.0
3691,Creed,2015,7.6,82,214362,76.0
3692,Spy,2015,7.0,75,210391,70.0
3693,Chappie,2015,6.8,41,210032,68.0
3694,Maze Runner: The Scorch Trials,2015,6.3,43,195687,63.0
3695,Southpaw,2015,7.4,57,195532,74.0
3696,Insurgent,2015,6.2,42,195225,62.0
3697,Minions,2015,6.4,56,188675,64.0
3698,Focus,2015,6.6,56,187953,66.0
3699,San Andreas,2015,6.1,43,187943,61.0
3700,The Intern,2015,7.1,51,186985,71.0
3701,Everest,2015,7.1,64,177640,71.0
3702,The Lobster,2015,7.1,82,171450,71.0
3703,Jupiter Ascending,2015,5.3,40,163729,53.0
3704,Straight Outta Compton,2015,7.9,72,162201,79.0
3705,Ted 2,2015,6.3,48,161046,63.0
3706,Tomorrowland,2015,6.4,60,159053,64.0
3707,Black Mass,2015,6.9,68,153234,69.0
3708,The Witch,2015,6.8,83,146564,68.0
3709,The Danish Girl,2015,7.1,66,142180,71.0
3710,Cinderella,2015,6.9,67,138430,69.0
3711,Fantastic Four,2015,4.3,27,137454,43.0
3712,Steve Jobs,2015,7.2,82,135764,72.0
3713,The Age of Adaline,2015,7.2,51,135004,72.0
3714,Legend,2015,7.0,55,134792,70.0
3715,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,769285,80.0
3716,Mad Max: Fury Road,2015,8.1,90,758471,81.0
3717,The Martian,2015,8.0,80,657982,80.0
3718,Avengers: Age of Ultron,2015,7.4,66,627174,74.0
3719,The Revenant,2015,8.0,76,598933,80.0
3720,Jurassic World,2015,7.0,59,527300,70.0
3721,Inside Out,2015,8.2,94,518273,82.0
3722,Ant-Man,2015,7.3,64,470874,73.0
3723,The Hateful Eight,2015,7.8,68,418574,78.0
3724,Spotlight,2015,8.1,93,352151,81.0
3725,Spectre,2015,6.8,60,345908,68.0
3726,Furious 7,2015,7.2,67,329855,72.0
3727,Sicario,2015,7.6,82,318475,76.0
3728,Mission: Impossible - Rogue Nation,2015,7.4,75,303856,74.0
3729,Room,2015,8.2,86,302037,82.0
3730,The Big Short,2015,7.8,81,298996,78.0
3731,Fifty Shades of Grey,2015,4.1,46,273611,41.0
3732,Bridge of Spies,2015,7.6,81,257390,76.0
3733,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,243627,66.0
3734,The Man from U.N.C.L.E.,2015,7.3,56,235045,73.0
3735,Terminator Genisys,2015,6.4,38,229105,64.0
3736,Creed,2015,7.6,82,214362,76.0
3737,Spy,2015,7.0,75,210391,70.0
3738,Chappie,2015,6.8,41,210032,68.0
3739,Maze Runner: The Scorch Trials,2015,6.3,43,195687,63.0
3740,Southpaw,2015,7.4,57,195532,74.0
3741,Insurgent,2015,6.2,42,195225,62.0
3742,Minions,2015,6.4,56,188675,64.0
3743,Focus,2015,6.6,56,187953,66.0
3744,San Andreas,2015,6.1,43,187943,61.0
3745,The Intern,2015,7.1,51,186985,71.0
3746,Everest,2015,7.1,64,177640,71.0
3747,The Lobster,2015,7.1,82,171450,71.0
3748,Jupiter Ascending,2015,5.3,40,163729,53.0
3749,Straight Outta Compton,2015,7.9,72,162201,79.0
3750,Ted 2,2015,6.3,48,161046,63.0
3751,Tomorrowland,2015,6.4,60,159053,64.0
3752,Black Mass,2015,6.9,68,153234,69.0
3753,The Witch,2015,6.8,83,146564,68.0
3754,The Danish Girl,2015,7.1,66,142180,71.0
3755,Cinderella,2015,6.9,67,138430,69.0
3756,Fantastic Four,2015,4.3,27,137454,43.0
3757,Steve Jobs,2015,7.2,82,135764,72.0
3758,The Age of Adaline,2015,7.2,51,135004,72.0
3759,Legend,2015,7.0,55,134792,70.0
3760,Star Wars: Episode VII - The Force Awakens,2015,8.0,81,769285,80.0
3761,Mad Max: Fury Road,2015,8.1,90,758471,81.0
3762,The Martian,2015,8.0,80,657982,80.0
3763,Avengers: Age of Ultron,2015,7.4,66,627174,74.0
3764,The Revenant,2015,8.0,76,598933,80.0
3765,Jurassic World,2015,7.0,59,527300,70.0
3766,Inside Out,2015,8.2,94,518273,82.0
3767,Ant-Man,2015,7.3,64,470874,73.0
3768,The Hateful Eight,2015,7.8,68,418574,78.0
3769,Spotlight,2015,8.1,93,352151,81.0
3770,Spectre,2015,6.8,60,345908,68.0
3771,Furious 7,2015,7.2,67,329855,72.0
3772,Sicario,2015,7.6,82,318475,76.0
3773,Mission: Impossible - Rogue Nation,2015,7.4,75,303856,74.0
3774,Room,2015,8.2,86,302037,82.0
3775,The Big Short,2015,7.8,81,298996,78.0
3776,Fifty Shades of Grey,2015,4.1,46,273611,41.0
3777,Bridge of Spies,2015,7.6,81,257390,76.0
3778,The Hunger Games: Mockingjay - Part 2,2015,6.6,65,243627,66.0
3779,The Man from U.N.C.L.E.,2015,7.3,56,235045,73.0
3780,Terminator Genisys,2015,6.4,38,229105,64.0
3781,Creed,2015,7.6,82,214362,76.0
3782,Spy,2015,7.0,75,210391,70.0
3783,Chappie,2015,6.8,41,210032,68.0
3784,Maze Runner: The Scorch Trials,2015,6.3,43,195687,63.0
3785,Southpaw,2015,7.4,57,195532,74.0
3786,Insurgent,2015,6.2,42,195225,62.0
3787,Minions,2015,6.4,56,188675,64.0
3788,Focus,2015,6.6,56,187953,66.0
3789,San Andreas,2015,6.1,43,187943,61.0
3790,The Intern,2015,7.1,51,186985,71.0
3791,Everest,2015,7.1,64,177640,71.0
3792,The Lobster,2015,7.1,82,171450,71.0
3793,Jupiter Ascending,2015,5.3,40,163729,53.0
3794,Straight Outta Compton,2015,7.9,72,162201,79.0
3795,Ted 2,2015,6.3,48,161046,63.0
3796,Tomorrowland,2015,6.4,60,159053,64.0
